x,y,Total number of holdings (c288),Total Area (c1),Total Crops & Fallow (c35),Rough Grazing Area (c7),Woodland on holding (c8)
406000,218000,3.2,535.4,32.2,9.9,30.2
406000,220000,3,579.4,30.3,10.8,34.3
406000,222000,4,375.3,17.5,0,12
406000,224000,3.5,333.5,16.7,0,9.1
406000,226000,1.7,241.4,17.6,0,9.3
406000,228000,3.2,451.7,30.9,0,14.1
406000,230000,1.9,269,13.3,0,0.5
406000,232000,3.4,243.6,12.3,10.9,5.4
406000,234000,5.7,291.7,14.2,10.9,10.3
406000,236000,7.7,270.8,10.6,0,7.6
406000,238000,12,366.3,28.7,1.2,5.5
406000,240000,32,279.2,16.6,11,0
406000,242000,25.8,191.6,18.3,4.8,0.6
406000,244000,37.1,252.7,22.3,19.1,0.3
406000,246000,24.4,231.7,17.4,2.4,0.4
406000,248000,9,328.6,24.2,8.8,0.7
406000,250000,5.8,369.8,28.6,8.1,0.9
406000,252000,4.9,427.2,35.6,0,1.2
406000,254000,0,0,0,0,0
406000,256000,0,0,0,0,0
406000,258000,3.5,221.4,13.3,0,4.1
406000,260000,3.7,482.5,29.8,2.7,3.5
406000,262000,2.2,156.7,10.7,0.7,3.5
406000,264000,4.7,156.2,4.3,0,1.9
406000,266000,0,0,0,0,0
406000,268000,4.6,131.4,3.2,0,1.1
406000,270000,9.2,262.8,6.4,6,2.2
406000,272000,9.2,262.8,6.4,0,2.2
406000,274000,10.9,267.7,6.5,3,0.3
406000,276000,10.9,267.7,6.5,3,0.3
406000,278000,0,0,0,0,0
406000,280000,0,0,0,0,0
406000,282000,0,0,0,0,0
406000,284000,0,0,0,0,0
406000,286000,0,0,0,0,0
406000,288000,0,0,0,0,0
406000,290000,0,0,0,0,0
406000,292000,0,0,0,0,0
406000,294000,0,0,0,0,0
406000,296000,10.1,299.2,18.3,11.1,0.9
406000,298000,10.1,299.2,18.3,11.1,0.9
406000,300000,13.5,399,24.4,14.8,1.3
406000,302000,9.3,341.9,25.1,3.7,1.3
406000,304000,11.9,352.9,24.9,9.5,0.7
406000,306000,16,383,24.5,0,0.1
406000,308000,9.8,350.1,14.1,29.4,4.8
406000,310000,10.1,425.9,20.4,29.4,2.4
406000,312000,8.8,317.7,11.6,8.6,2.1
406000,314000,6.9,257.6,10.8,5.8,1.1
406000,316000,4.3,199.2,10.1,1.5,1
406000,318000,7.7,397.5,19.3,0,3.5
406000,320000,8.5,388.3,17.5,3.1,2.4
406000,322000,5.5,253.9,7,5.5,4.4
406000,324000,7.6,321.5,9.9,1.7,6
406000,326000,3.8,160.8,4.9,1.7,3
406000,328000,8.4,267.8,4.3,2.2,2.2
406000,330000,11.7,369.2,2.7,8.4,5.2
406000,332000,11.5,332.5,4.8,2.1,3
406000,334000,11.7,369.2,2.7,8.4,5.2
406000,336000,10,392.8,4.4,2.1,6.2
406000,338000,9.4,400.7,5,0,6.5
406000,340000,12.6,390.6,4.8,0,5.9
406000,342000,5.5,90.1,1,3.6,1
406000,344000,22,369.2,1.8,24.8,20.1
406000,346000,16.3,311.4,0,5.2,1.7
406000,348000,11.6,287.6,0.6,0,1
406000,350000,11,334.9,1.2,0,0.7
406000,352000,10.4,335.9,1.8,0,1.5
406000,354000,11.1,345.8,0.6,0,2.9
406000,356000,16.8,405.1,2.8,37.3,0.7
406000,358000,9,232.5,2.7,34,2
406000,360000,11.2,318.1,0.7,34,2.2
406000,362000,13.4,403.7,1.5,0,2.4
406000,364000,10,311.2,2.7,0,0.3
406000,366000,8.6,254.1,0.9,45.1,0.4
406000,368000,3.6,192.1,0,77.1,0.5
406000,370000,1.2,73.3,0.4,2.6,4.4
406000,372000,37.7,2129.4,5.9,589.5,36.1
406000,374000,2.2,78.3,0.6,8.4,1.1
406000,376000,6.5,280.1,0.4,97.3,1.2
406000,378000,9.8,373.4,0.3,87.4,1.9
408000,180000,6.8,277.4,4.7,10.8,1.8
408000,182000,6.4,326.6,3.9,0,4.2
408000,184000,6.8,237.2,2.6,0,2.8
408000,186000,5,135.9,1.5,0,0.5
408000,188000,8.9,285.7,2.9,1.3,1
408000,190000,8.4,273.1,2.6,4.2,1.3
408000,192000,7.4,248,1.8,0,2
408000,194000,3.5,244.9,8.6,0,8.6
408000,196000,1,162.2,8,0,8
408000,198000,2.3,383.3,22.2,0.7,9.3
408000,200000,4.2,572.4,30.7,1.4,9
408000,202000,5.7,512,26.7,1.7,2.9
408000,204000,1.5,364.1,24.1,4,1.5
408000,206000,0.5,125.2,8.4,0.3,1.9
408000,208000,1.9,291.8,19.7,0.8,7.6
408000,210000,2.8,333.1,22.5,1,11.4
408000,212000,0.7,83.3,5.6,0.3,2.9
408000,214000,0,0,0,0,0
408000,216000,1.3,323.7,17.3,7.2,20.9
408000,218000,2.1,453.5,26.4,7.2,29.9
408000,220000,3.3,511.4,26,7.2,26.9
408000,222000,2.9,297.1,19.3,14.1,3.3
408000,224000,2,208.1,14.3,0,0.4
408000,226000,3,414.1,30,0,14.1
408000,228000,3.2,451.7,30.9,0,14.1
408000,230000,1.3,179.3,8.9,0,0.3
408000,232000,2.5,172.1,8.9,0,10.7
408000,234000,6.9,339.3,15.8,116.2,18.9
408000,236000,7.7,237.5,9.2,0,2.8
408000,238000,12.3,353.3,13.7,0,0.7
408000,240000,21.5,244,13.8,13.7,0.2
408000,242000,58.1,572.5,42.9,39.5,0
408000,244000,40.5,541.8,35.4,0,0
408000,246000,19.1,215.1,14.5,0,0.6
408000,248000,9.6,236.4,11.7,2.2,0.6
408000,250000,11.6,314,19.7,2.2,1.8
408000,252000,10.7,371.4,26.7,0,2.1
408000,254000,6.3,265.8,22.2,1.2,2.8
408000,256000,3.5,221.4,13.3,0,4.1
408000,258000,4.2,725.4,42.6,4,1.4
408000,260000,5.1,878.5,52.6,4.8,1.8
408000,262000,5.7,437.5,23,0.8,2.1
408000,264000,7.4,280.5,9.7,0,4.2
408000,266000,7.4,280.5,9.7,69,4.2
408000,268000,9.2,262.8,6.4,0,2.2
408000,270000,9.3,325.6,10.7,12.7,1.9
408000,272000,9.4,346.6,12.1,13.3,1.8
408000,274000,9.5,254.5,5.5,6.9,0.2
408000,276000,5.4,133.9,3.2,3,0.1
408000,278000,0,0,0,0,0
408000,280000,0,0,0,0,0
408000,282000,0,0,0,0,0
408000,284000,0,0,0,0,0
408000,286000,0,0,0,0,0
408000,288000,0,0,0,0,0
408000,290000,0,0,0,0,0
408000,292000,0,0,0,0,0
408000,294000,0,0,0,0,0
408000,296000,0,0,0,0,0
408000,298000,0,0,0,0,0
408000,300000,3.9,161.4,12.6,0,0.7
408000,302000,7.8,322.8,25.3,22.3,1.4
408000,304000,7,317.3,24.6,0,1.5
408000,306000,4.5,300.6,22.6,2.8,2
408000,308000,10.9,425.2,19.8,0,5.3
408000,310000,9.1,412.3,21,0,1
408000,312000,8.8,317.7,11.6,6.4,2.1
408000,314000,6.9,257.6,10.8,5.8,1.1
408000,316000,6.2,299.7,15.1,1.5,2
408000,318000,7.7,393.6,17.7,0,3.3
408000,320000,7.5,361.8,15.1,1.7,5
408000,322000,7.6,321.5,9.9,3.4,6
408000,324000,7.6,321.5,9.9,2.6,6
408000,326000,7.6,321.5,9.9,3.4,6
408000,328000,10.5,388.3,7.3,3.8,4.5
408000,330000,11.7,369.2,2.7,8.4,5.2
408000,332000,5.6,147.9,3.5,0,0.4
408000,334000,8.6,240.2,4.1,2.4,1.7
408000,336000,10.6,325.8,3.4,6.3,4.3
408000,338000,7.7,246.9,5.5,0,2.8
408000,340000,12,232.6,5.1,0,0.5
408000,342000,9.1,311.4,6.3,16.6,1.1
408000,344000,1.2,326.3,7.9,22.6,0
408000,346000,6.6,465.2,4.3,135,0.7
408000,348000,11,334.9,1.2,0,0.7
408000,350000,11,334.9,0.6,135.4,0.7
408000,352000,11,340.3,0.5,82.2,1.8
408000,354000,11.1,345.8,0.3,29,2.9
408000,356000,13.2,405,1.8,185.5,7.3
408000,358000,9,232.5,4.1,17,2
408000,360000,13.4,403.7,1.1,45.3,2.4
408000,362000,13,388.4,1.1,1.1,1.9
408000,364000,17.3,378.6,0.7,34.6,1.1
408000,366000,4.6,240.7,0.3,32,0.3
408000,368000,3.8,185.3,1.2,4.4,1
408000,370000,4.1,215.7,0,12.3,12.4
408000,372000,7.2,276.5,1.8,27.7,7.5
408000,374000,5.9,249.9,1.4,26.6,2.4
408000,376000,4.7,268.3,0.9,19.8,0.5
408000,378000,6.6,326,1.5,0,0.3
410000,180000,5.8,337.7,8.2,10.1,3.6
410000,182000,5.7,324.7,5.6,5,4.3
410000,184000,6.8,237.2,2.6,0,2.8
410000,186000,7.8,224.8,3.9,0,0.8
410000,188000,9.7,333.9,4.8,1.3,1.1
410000,190000,9.6,344.8,4.3,12.4,2.3
410000,192000,9.9,330.7,2.5,0,2.6
410000,194000,0.7,108.1,5.3,0,5.3
410000,196000,0,0,0,0,0
410000,198000,1.4,316.4,17.4,0.6,7.5
410000,200000,2.8,632.8,34.7,1.1,15.1
410000,202000,2.8,632.8,34.7,1.1,15.1
410000,204000,2.4,566.8,34.2,1.1,11.3
410000,206000,2.1,500.9,33.8,1,7.6
410000,208000,2.1,500.9,33.8,1,7.6
410000,210000,2.3,336.8,23,1,8.2
410000,212000,1.5,180.2,13.1,0.9,2.5
410000,214000,0.8,90.1,6.6,0.5,1.3
410000,216000,3,519.4,36.6,0,36
410000,218000,1.5,259.7,18.3,0,18
410000,220000,1.8,198.4,15.6,2.3,0.2
410000,222000,3.3,349.7,26.9,3.4,0.4
410000,224000,3.1,392.6,29,1.1,9.5
410000,226000,3.4,482.7,35.3,0,18.6
410000,228000,3.4,482.7,35.3,0,18.6
410000,230000,0,0,0,0,0
410000,232000,4.4,380.4,20,0,32.4
410000,234000,9,361.7,19.6,17,0.5
410000,236000,8.5,208.9,8,34,0.4
410000,238000,6.2,170.7,7.8,3.6,0.5
410000,240000,6.8,350.4,17.6,10.9,1.4
410000,242000,8.7,264.7,16.5,2.5,0
410000,244000,16.5,350,21.1,1.3,0
410000,246000,13.4,504.4,33.7,1.5,0.6
410000,248000,0,0,0,0,0
410000,250000,9.5,264.6,17.8,6.6,1.8
410000,252000,9.5,264.6,17.8,2.2,1.8
410000,254000,9,188.9,17.5,0.5,0
410000,256000,3.8,341.4,21.8,0,6.6
410000,258000,6.9,434.8,23,11,2.9
410000,260000,5.4,506.1,27.1,8.6,0.4
410000,262000,3.9,286.4,15,0.2,4.9
410000,264000,7.6,479.3,23.4,2.3,10.7
410000,266000,8.9,271.6,6.3,5,6.5
410000,268000,9.3,289.5,8.6,2.6,3.6
410000,270000,9.4,346.6,12.1,0,1.8
410000,272000,9.4,346.6,12.1,13.3,1.8
410000,274000,8.2,241.3,4.6,7.7,0.1
410000,276000,9.6,288.8,6.9,52.4,1.9
410000,278000,0,0,0,0,0
410000,280000,0,0,0,0,0
410000,282000,0,0,0,0,0
410000,284000,0,0,0,0,0
410000,286000,0,0,0,0,0
410000,288000,0,0,0,0,0
410000,290000,0,0,0,0,0
410000,292000,0,0,0,0,0
410000,294000,0,0,0,0,0
410000,296000,0,0,0,0,0
410000,298000,0,0,0,0,0
410000,300000,9.7,484.9,29.1,67.2,32.3
410000,302000,7.8,322.8,25.3,0,1.4
410000,304000,5,236.6,18.3,0,1.2
410000,306000,7.4,478.8,37.5,0.1,0.8
410000,308000,2.2,161.5,12.8,0.1,0
410000,310000,3.8,206.1,11.7,0.5,2
410000,312000,10,540.7,30.8,1,5.8
410000,314000,5,257.2,14.9,0,3.8
410000,316000,4.7,220.7,9.9,7,2.1
410000,318000,8.8,368.4,10,0,0.7
410000,320000,8.5,356.7,10,0.9,2
410000,322000,8,331.2,10.5,2.6,5.6
410000,324000,7.6,321.5,9.9,3.4,6
410000,326000,7.3,368.6,11.8,4.1,14.2
410000,328000,11.3,405.7,5.2,0,0.6
410000,330000,13.4,455,4.8,4.2,3
410000,332000,10.5,342.8,9.7,9.7,3
410000,334000,9.6,389.7,12.4,0.3,5.3
410000,336000,8,483.7,17.9,0,9.9
410000,338000,7.1,195.6,5.6,0,1.6
410000,340000,10.8,223.3,5.2,9,0.8
410000,342000,8.6,266.2,7.2,0,10.5
410000,344000,6.6,562.9,4.5,0,0.8
410000,346000,9.5,403.2,2.5,109.3,2.4
410000,348000,9.9,314.7,0.9,0.3,1.4
410000,350000,11,334.9,1.2,0,0.7
410000,352000,10.2,347.7,0.9,33.8,1.1
410000,354000,7.1,347.3,0,0,14.3
410000,356000,8.5,358.3,0.2,86,11.4
410000,358000,12.3,366.7,0.4,2.3,1.5
410000,360000,11.7,342.4,0,3.4,0.2
410000,362000,10.3,346.4,0.1,3.4,0.6
410000,364000,7.5,326.3,0.3,33.2,0.3
410000,366000,4.2,223.7,1.1,0,0.8
410000,368000,6.9,303.2,0.4,13.2,0.5
410000,370000,7.8,356.9,1.6,29.3,1
410000,372000,4.3,263.9,3.4,42.2,1.8
410000,374000,6.1,373.6,1.1,39.6,0.8
410000,376000,6.4,349.8,1.3,19.8,0.5
410000,378000,6.6,326,1.5,0,0.3
412000,180000,6,363.5,13.4,20.2,2.3
412000,182000,8.4,333.8,9.1,18.7,3
412000,184000,3.4,118.6,1.3,0,1.4
412000,186000,0.8,48.3,1.9,0,0.2
412000,188000,4.2,229,7.7,0,1.1
412000,190000,6.8,337.1,8.3,0,2.6
412000,192000,2.7,246.5,10.1,0,8.6
412000,194000,1.3,216.3,10.7,0,10.6
412000,196000,3.8,153.9,14.7,0,4.8
412000,198000,1.3,51.3,4.9,0,1.6
412000,200000,1.6,179.9,14.5,0.6,0.3
412000,202000,4.5,503.4,40.2,7.8,5.3
412000,204000,4.3,538.7,41.4,7.8,7.1
412000,206000,1.5,391.9,29.9,1.2,4.4
412000,208000,2.1,500.9,33.8,1,7.6
412000,210000,1.9,347,24.1,3.6,3.7
412000,212000,1.5,180.2,13.1,0.9,2.5
412000,214000,1.5,367.4,24.1,0.5,1.3
412000,216000,2.4,406.6,28.6,2.5,11.7
412000,218000,3.6,372.4,29.6,9.2,8.4
412000,220000,2.7,285.4,22.6,5.7,4.3
412000,222000,3.9,385.7,26.9,11,5.7
412000,224000,4,395.9,23.8,16.3,15.5
412000,226000,3.3,433.8,29.8,0.6,13
412000,228000,3.4,482.7,35.3,0,18.6
412000,230000,0,0,0,0,0
412000,232000,3.8,345,17.2,5.2,20.9
412000,234000,4.9,360,23.2,4.6,4.5
412000,236000,5.6,370.2,25.6,0,0.2
412000,238000,6.2,356.4,16.8,12.9,3.3
412000,240000,6.8,350.2,17,13.9,3.2
412000,242000,7.4,328.4,17.7,10.2,2.2
412000,244000,8.7,264.7,16.5,2.5,0
412000,246000,10.3,598.9,39.3,2,0.6
412000,248000,8.4,603.7,41.1,19.1,1.9
412000,250000,8.6,461.3,28.8,18.4,1.6
412000,252000,8.6,330.7,23,0,0.8
412000,254000,7.6,345.1,24.1,1.2,0.9
412000,256000,5.3,535.1,34.7,0,10.5
412000,258000,5,402.2,23.8,8.8,6.4
412000,260000,4.4,283.6,14,2.2,3.1
412000,262000,4.4,505.4,24.4,1.2,26.1
412000,264000,6.9,403.5,16.3,3.4,19.5
412000,266000,9.2,196.3,4.8,3.9,3.6
412000,268000,9.3,271.5,8.5,1.9,2.7
412000,270000,9.4,346.6,12.1,0,1.8
412000,272000,9.4,346.6,12.1,13.3,1.8
412000,274000,8.2,241.3,4.6,1.9,0.1
412000,276000,7.5,228.5,5.7,0,1.8
412000,278000,0,0,0,0,0
412000,280000,0,0,0,0,0
412000,282000,0,0,0,0,0
412000,284000,0,0,0,0,0
412000,286000,0,0,0,0,0
412000,288000,0,0,0,0,0
412000,290000,0,0,0,0,0
412000,292000,0,0,0,0,0
412000,294000,5.8,323.4,16.4,67.2,31.7
412000,296000,2.9,161.7,8.2,33.6,15.8
412000,298000,5.8,323.4,16.4,67.2,31.7
412000,300000,7.8,360.5,21.3,35.4,20.8
412000,302000,4.9,198.8,13.1,1.8,5
412000,304000,5.9,297.5,21,2.3,7.9
412000,306000,4.3,414.4,30.8,6.9,12.6
412000,308000,4.3,323,25.5,0.1,0
412000,310000,3.2,242.9,14.1,0,1.6
412000,312000,7.2,496.4,31.1,0.5,11.3
412000,314000,4.8,305.9,19,0,7
412000,316000,6,283,14.2,14.1,3.9
412000,318000,8.9,360.3,12.3,0,4.4
412000,320000,8.9,362.3,11.8,0,3.5
412000,322000,8.1,372.3,12.4,2.2,10.7
412000,324000,5.4,288.2,9.3,3.3,12.7
412000,326000,7.2,384.3,12.4,4.3,17
412000,328000,11.3,405.7,5.2,0,0.6
412000,330000,11.3,405.7,5.2,53,0.6
412000,332000,8,483.7,17.9,0,9.9
412000,334000,7,425.1,16.1,0,6.8
412000,336000,11.9,394.6,6.1,0,4.4
412000,338000,13.2,364.9,2.1,0,2.6
412000,340000,14,461.1,9.9,0,1.1
412000,342000,9.1,323.3,8.4,3.2,10.6
412000,344000,10,340.1,4.4,32.5,7.4
412000,346000,9.2,333.5,2.3,49,2.9
412000,348000,6.7,254.2,0,1.1,3.4
412000,350000,8.1,307.3,0.3,34.4,2.4
412000,352000,8,386,0,0,2.1
412000,354000,12.9,391,0.7,0,2.8
412000,356000,11.2,382.8,0.4,148,2.5
412000,358000,9.5,374.6,0.6,0,2.2
412000,360000,7.5,354.3,0.4,1.1,1.3
412000,362000,6.1,348.9,0.4,88.7,1.3
412000,364000,6.1,320.9,0.6,0,0.4
412000,366000,8,365.1,1.6,31.1,0.8
412000,368000,9,377,1.6,37.7,1.1
412000,370000,7.9,344.8,2.1,43.9,16.3
412000,372000,6.6,358.6,2.3,45.2,6.4
412000,374000,7.1,395.6,2,9.9,0.7
412000,376000,7.2,504.6,5.4,94,0.4
412000,378000,8.3,329.6,0.8,20.2,0.5
414000,180000,3,181.8,6.7,0,1.1
414000,182000,4,74,1.7,5.2,0.6
414000,184000,0,0,0,0,0
414000,186000,0,0,0,0,0
414000,188000,7.4,242.6,5.8,5.2,1.9
414000,190000,5.1,252.9,6.2,0,2
414000,192000,4.1,318.7,13.6,0,4.1
414000,194000,1.5,384.4,27.3,0,0.4
414000,196000,2.5,346,22.3,0.2,5.9
414000,198000,0,0,0,0,0
414000,200000,1.6,179.9,14.5,0.6,0.3
414000,202000,3.6,407.6,32.8,3.4,2.2
414000,204000,2.3,424.2,34.6,5.7,4.6
414000,206000,0.9,283,26.1,1.4,1.3
414000,208000,1.7,404.8,31.2,6.4,1.8
414000,210000,2.5,526.6,36.3,11.4,2.3
414000,212000,1.4,419.6,26.3,0,3.4
414000,214000,1.4,419.6,26.3,0,3.4
414000,216000,3.5,319,20.4,3.4,3.7
414000,218000,8,399.5,18.4,19.5,4.4
414000,220000,3.9,342.6,22.4,12.1,11.3
414000,222000,4.5,352.1,14.4,30.2,21.5
414000,224000,4.5,352.1,14.4,30.2,21.5
414000,226000,3.2,385,24.3,1.2,7.4
414000,228000,4.8,797,47.2,48.4,125.1
414000,230000,2.2,280.7,10.3,5.8,3
414000,232000,3.4,299.8,13.5,6.3,5.5
414000,234000,2.7,329.4,16.3,18.5,17.2
414000,236000,4.1,349.8,20.9,9.3,8.7
414000,238000,4.2,277.7,19.2,0,0.2
414000,240000,7.7,344.7,16.7,10.4,3.7
414000,242000,9.4,328.5,13.6,12.3,5
414000,244000,10.4,390.3,20,6.6,4.1
414000,246000,5.3,290,14,0.5,0.1
414000,248000,9.6,520.6,28.4,9.9,0.9
414000,250000,8.1,235.6,11.1,0.6,0
414000,252000,7.2,434,26.6,1.2,2.3
414000,254000,4.6,401.7,27.1,3.8,5
414000,256000,0,0,0,0,0
414000,258000,4.2,298,15.2,0,3.9
414000,260000,4.3,367.1,18.2,4.9,11.3
414000,262000,4.5,574.6,27.5,1.6,33.5
414000,264000,8.2,390.3,15.2,0.8,16.8
414000,266000,6.5,156.9,2.5,1.7,0.9
414000,268000,7.4,207.6,5.1,1.5,1.3
414000,270000,8.7,347.3,12.6,2.3,1.5
414000,272000,7.8,321.6,11.2,9.8,0.9
414000,274000,12.2,383.9,11.5,0,5.4
414000,276000,13.5,431.5,13.8,0,7.1
414000,278000,0,0,0,0,0
414000,280000,0,0,0,0,0
414000,282000,0,0,0,0,0
414000,284000,0,0,0,0,0
414000,286000,0,0,0,0,0
414000,288000,0,0,0,0,0
414000,290000,0,0,0,0,0
414000,292000,8.7,485.2,24.7,100.8,47.5
414000,294000,11.6,646.9,32.9,134.4,63.3
414000,296000,7.4,378.6,20.5,68.4,32.9
414000,298000,8,361.6,20.7,38.9,19.2
414000,300000,6.8,283.4,17,6.9,4.9
414000,302000,6.8,283.4,17,6.9,4.9
414000,304000,4.8,307.3,20.6,4.5,11.1
414000,306000,1.4,168.6,12,4.5,8.4
414000,308000,9.1,398.2,24.2,0,1.8
414000,310000,6.8,448.1,27.7,0,6.1
414000,312000,3.3,339,23.6,0,12.5
414000,314000,4.4,452,31.5,0,16.7
414000,316000,6.8,357.5,17.7,26.7,7.3
414000,318000,8.9,360.3,12.3,0,4.4
414000,320000,7.3,351,12.9,1.7,8.1
414000,322000,5.6,294.9,10.3,1.7,6.8
414000,324000,6.2,269.8,8.2,3,8.6
414000,326000,7.8,287.8,7.7,1.1,5
414000,328000,13.2,264.5,5.3,0,0
414000,330000,5.3,214.5,3.4,56,0.5
414000,332000,7,400.4,12.3,0,5.6
414000,334000,6,317.2,6.7,0,1.2
414000,336000,7.4,307.8,6.2,0,1
414000,338000,9.2,319.8,5,0,1.4
414000,340000,13.6,452.5,8.2,0.5,4.4
414000,342000,12.6,426.7,3.3,0.5,14.4
414000,344000,12.5,363.3,3.5,1.2,10.2
414000,346000,10.4,326.5,4.8,1.2,7.6
414000,348000,4.8,226,6.8,0,2
414000,350000,7.3,288.2,0,85.1,5.4
414000,352000,3.8,205.9,0.5,0,0.2
414000,354000,7.6,346.9,0.5,99.4,2.4
414000,356000,7.6,361,0,173.9,4.4
414000,358000,8.3,391.2,2.7,6.2,1.5
414000,360000,7.2,374.7,1.6,6.2,1.5
414000,362000,5.8,336.6,1.5,2.2,2
414000,364000,7.5,369.2,2,36.9,0.6
414000,366000,8,385.3,2.5,24.6,0.7
414000,368000,7.6,347.5,2.7,18.7,6.7
414000,370000,8.7,346.1,0.7,37,20.7
414000,372000,8.2,363.2,0.4,81.2,5.7
414000,374000,6.7,248.1,0.4,13.5,0.5
414000,376000,8.9,330.8,0.6,26.9,0.6
414000,378000,7.6,276.9,4.3,6.7,0.4
416000,180000,1,163.8,10.1,4.5,1.1
416000,182000,0,0,0,0,0
416000,184000,0,0,0,0,0
416000,186000,0,0,0,0,0
416000,188000,8.2,413.1,30.3,3.3,21
416000,190000,5.4,427.6,19.2,1,12.8
416000,192000,5.8,529.6,19.7,1.3,4.1
416000,194000,3.6,457,23.5,0.7,2.2
416000,196000,4.3,499.9,31,0.2,11.7
416000,198000,3.2,374.9,23.3,0.7,8.7
416000,200000,2.4,269.8,21.8,0.9,0.5
416000,202000,2.9,469.6,35.6,5.6,4.8
416000,204000,2.3,562.3,40.3,12.2,7.1
416000,206000,1,339.9,28.3,5.7,1.3
416000,208000,2.1,465.7,33.8,8.9,2.1
416000,210000,1.8,394.9,27.3,8.6,1.8
416000,212000,1.2,284.6,17.6,0,6.8
416000,214000,1.2,284.6,17.6,0,6.8
416000,216000,1.2,284.6,17.6,0,6.8
416000,218000,8.5,361,14.6,18.9,3.3
416000,220000,6.7,320.3,11.4,15.5,3.1
416000,222000,4.1,293.3,15.7,7.6,10.7
416000,224000,3.9,368.5,19.4,15.7,14.5
416000,226000,3.2,385,24.3,1.2,7.4
416000,228000,3,292.3,14.7,0,2.7
416000,230000,2.7,416.5,14.3,10.4,5.2
416000,232000,2.7,217.4,9.5,1.7,1.2
416000,234000,2.7,329.4,16.3,18.5,17.2
416000,236000,4.1,349.8,20.9,9.3,8.7
416000,238000,6,377.1,23.6,4.6,4.6
416000,240000,11.2,371.8,20.1,0,3.2
416000,242000,11.8,338.5,16.7,6.1,4.5
416000,244000,7,358.6,20,7.6,6.4
416000,246000,2.6,188.2,11.1,0,3.3
416000,248000,8.1,468.7,19.4,11.4,3.3
416000,250000,5,390,23.4,0,1.8
416000,252000,6.6,484.1,27.7,1.3,5.2
416000,254000,5.5,493,29.1,1,14
416000,256000,4.4,442.1,26.5,0.5,16.3
416000,258000,4.2,298,15.2,4.5,3.9
416000,260000,3.3,361.8,17.5,0.8,17.7
416000,262000,2.6,204.8,9.8,0.8,8.9
416000,264000,7.1,353.7,17,8.7,11.2
416000,266000,7.2,382.9,20.8,2.7,7.5
416000,268000,8.7,573.3,30.9,7.6,12.5
416000,270000,6.7,349.2,14,9.2,0.8
416000,272000,8.4,369.8,13.9,6.9,2.4
416000,274000,6.8,215.7,6.9,0,3.6
416000,276000,6.8,215.7,6.9,0,3.6
416000,278000,13.5,431.5,13.8,0,7.1
416000,280000,8.8,309.6,11.5,0,3.8
416000,282000,8.5,331.5,12.8,7.9,4
416000,284000,3.4,149.1,6.2,5.3,1.5
416000,286000,0,0,0,0,0
416000,288000,0,0,0,0,0
416000,290000,2,6.9,0.3,3.2,0.1
416000,292000,4.9,289.8,15.2,40.1,15.8
416000,294000,8.9,679.2,57.3,35.5,16.5
416000,296000,6.6,220.6,16.2,4.7,4.9
416000,298000,6.9,315,19.4,1.2,4
416000,300000,7.3,409.4,22.5,0,3
416000,302000,7.9,384.7,24.7,9.6,3.4
416000,304000,2.1,177.6,11.8,2.3,4.3
416000,306000,4,254.2,18.3,2.4,6.3
416000,308000,4.2,247.4,18.8,0.3,3.9
416000,310000,7.2,399.4,26.7,0.3,2.7
416000,312000,4.4,452,31.5,0,16.7
416000,314000,3.3,339,23.6,5.6,12.5
416000,316000,3.4,400.1,30.8,6,18.5
416000,318000,6.8,224.7,10.4,0,5.4
416000,320000,5,373.1,14.7,3.3,10.5
416000,322000,5.7,434.2,15.6,5,14.8
416000,324000,10.5,310.6,7.9,3.5,0.4
416000,326000,6.5,414.3,11.3,0,2.9
416000,328000,6.5,414.3,11.3,12.6,2.9
416000,330000,8.9,326,6.7,5.6,0.9
416000,332000,6,317.2,6.7,0,1.2
416000,334000,11.5,328.4,6.3,0,1.1
416000,336000,7.6,294.7,7.6,0,0.2
416000,338000,5.1,302,8.4,0,0.1
416000,340000,10.8,411.9,6.5,2.5,4.5
416000,342000,8.6,331.1,6.2,0.5,3.6
416000,344000,11,552.3,4,1.7,2.5
416000,346000,5.5,149.4,0.4,1.1,5.1
416000,348000,6.5,205.1,1.6,0.3,7.2
416000,350000,8.1,286.7,3.2,0,4.6
416000,352000,8.1,451.1,0.5,0,0.6
416000,354000,6.5,340.3,0.7,1.2,5.3
416000,356000,6,339.8,0.2,16.9,7
416000,358000,8.3,391.2,2.7,12.3,1.5
416000,360000,6.9,362.4,2.6,8.3,2.2
416000,362000,4.9,308.8,4.2,8.7,4.3
416000,364000,8.8,424.5,3.5,59.1,1.5
416000,366000,6.6,376.8,5.6,0,3
416000,368000,9.1,451.2,8.1,0,3
416000,370000,5.3,352.3,0.1,225.6,7.1
416000,372000,5.4,304.9,1.6,135.4,0.6
416000,374000,10.2,412.1,2.5,28.5,12.3
416000,376000,10,270.8,4.9,13.1,0.4
416000,378000,9,340.3,3,90.2,0
418000,180000,2.1,316.2,19,25.8,5.3
418000,182000,1.6,223,12.7,38.3,7.8
418000,184000,1.4,104.7,4.4,27.9,0.1
418000,186000,4.7,286.1,13.3,5.7,0
418000,188000,5.3,412.7,23.4,6.3,10.5
418000,190000,2.7,380.6,19.5,0.6,12
418000,192000,3.6,349.5,13,0.7,2.5
418000,194000,2.8,338.6,12.6,0,1.9
418000,196000,4,423.3,24.7,0.4,8.7
418000,198000,3.9,378.9,24.7,0.4,6.5
418000,200000,4,156.2,7.8,1.1,2
