SQUARE,YEAR,ID,BROAD_HABITAT,BROAD_HABITAT_NAME,AREA,LAND_CLASS90,COUNTRY,COUNTY,EZ_DESC_07
GCDFIO,1978,2580,3,Boundary and Linear Features,17791.40622,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2581,4,Arable and Horticulture,13917.68774,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2582,6,Neutral Grassland,6794.21031,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2583,17,Urban,10101.99241,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2584,5,Improved Grassland,180993.253,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2585,5,Improved Grassland,42452.47787,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2586,4,Arable and Horticulture,9215.943282,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2587,4,Arable and Horticulture,10894.02195,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2588,0,No Allocation,668.4294094,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2589,5,Improved Grassland,49600.35532,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2590,5,Improved Grassland,880.7195444,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2591,17,Urban,3999.777298,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2592,3,Boundary and Linear Features,7644.793729,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2593,17,Urban,1965.15548,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2594,0,No Allocation,1732.650472,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2595,3,Boundary and Linear Features,1475.526589,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2596,17,Urban,8682.979611,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2597,5,Improved Grassland,436.431123,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2598,5,Improved Grassland,19642.15022,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2599,17,Urban,620.4601133,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2600,5,Improved Grassland,15837.11123,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2601,6,Neutral Grassland,6504.268781,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2602,5,Improved Grassland,36278.11161,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2603,6,Neutral Grassland,74770.89124,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2604,17,Urban,10347.65973,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2605,6,Neutral Grassland,15409.08354,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2606,6,Neutral Grassland,1346.280405,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2607,1,Broadleaved Mixed and Yew Woodland,16072.42819,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2608,5,Improved Grassland,52663.43273,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,2609,5,Improved Grassland,2713.73462,7,WAL,Gwynedd,Lowlands (Wales)
GCDFIO,1978,3838,21,Littoral Sediment,23567.30549,7,WAL,Gwynedd,Lowlands (Wales)
RTQIEV,1978,2610,3,Boundary and Linear Features,18636.26454,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2611,5,Improved Grassland,9393.905282,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2612,4,Arable and Horticulture,55838.46167,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2613,5,Improved Grassland,42435.50096,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2614,3,Boundary and Linear Features,7715.362096,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2615,14,Rivers and Streams,56401.55409,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2616,3,Boundary and Linear Features,4276.810707,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2617,17,Urban,66692.09631,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2618,44,(ph) Coastal Saltmarsh,117257.5694,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2619,44,(ph) Coastal Saltmarsh,59524.61817,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2620,5,Improved Grassland,151153.4425,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2621,4,Arable and Horticulture,69037.0883,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2622,5,Improved Grassland,6320.922012,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2623,17,Urban,6848.675888,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2624,4,Arable and Horticulture,92808.16541,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2625,5,Improved Grassland,70934.28491,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2626,4,Arable and Horticulture,23360.81069,13,WAL,Clwyd,Lowlands (Wales)
RTQIEV,1978,2627,5,Improved Grassland,141363.6671,13,WAL,Clwyd,Lowlands (Wales)
VJVJJJ,1978,2628,17,Urban,40170.96984,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2629,17,Urban,359521.1992,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2630,3,Boundary and Linear Features,2911.674355,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2631,1,Broadleaved Mixed and Yew Woodland,58304.30594,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2632,4,Arable and Horticulture,105308.7377,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2633,13,Standing Open Waters and Canals,474.3538963,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2634,13,Standing Open Waters and Canals,425.3200846,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2635,13,Standing Open Waters and Canals,609.4851424,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2636,5,Improved Grassland,1737.864022,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2637,3,Boundary and Linear Features,2285.131079,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2638,5,Improved Grassland,53147.95344,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2639,6,Neutral Grassland,60636.61736,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2640,4,Arable and Horticulture,29017.2266,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2641,5,Improved Grassland,86325.67199,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2642,5,Improved Grassland,349.3402169,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2643,5,Improved Grassland,52299.44964,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2644,4,Arable and Horticulture,4373.853619,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2645,5,Improved Grassland,66135.40575,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2646,5,Improved Grassland,46479.76502,13,ENG,Merseyside,Westerly lowlands (England)
VJVJJJ,1978,2647,4,Arable and Horticulture,29486.57509,13,ENG,Merseyside,Westerly lowlands (England)
VUJWHD,1978,2648,17,Urban,21855.30634,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2649,17,Urban,8927.112905,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2650,3,Boundary and Linear Features,1978.863674,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2651,17,Urban,2045.771051,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2652,3,Boundary and Linear Features,8737.923211,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2653,17,Urban,1063.604948,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2654,17,Urban,1285.450526,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2655,17,Urban,596.0411944,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2656,17,Urban,1042.132233,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2657,17,Urban,9485.944782,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2658,13,Standing Open Waters and Canals,647.9084317,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2659,13,Standing Open Waters and Canals,526.9175963,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2660,13,Standing Open Waters and Canals,526.4005617,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2661,5,Improved Grassland,15238.54601,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2662,6,Neutral Grassland,72902.54919,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2663,5,Improved Grassland,12801.54549,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2664,5,Improved Grassland,40421.99591,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2665,5,Improved Grassland,14622.86284,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2666,5,Improved Grassland,11013.1238,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2667,5,Improved Grassland,624.911001,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2668,5,Improved Grassland,799.6920146,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2669,5,Improved Grassland,41503.37737,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2670,5,Improved Grassland,337.9102311,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2671,5,Improved Grassland,6339.327157,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2672,5,Improved Grassland,137652.8322,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2673,4,Arable and Horticulture,12026.83133,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2674,5,Improved Grassland,406131.2961,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2675,6,Neutral Grassland,59778.34576,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2676,5,Improved Grassland,8898.931512,13,ENG,Cheshire,Westerly lowlands (England)
VUJWHD,1978,2677,5,Improved Grassland,100187.4446,13,ENG,Cheshire,Westerly lowlands (England)
JDKZQA,1978,2678,3,Boundary and Linear Features,4880.807258,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2679,4,Arable and Horticulture,25931.7758,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2680,4,Arable and Horticulture,496818.0524,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2681,5,Improved Grassland,21952.02711,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2682,4,Arable and Horticulture,41888.16431,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2683,4,Arable and Horticulture,87556.25535,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2684,5,Improved Grassland,47304.05875,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2685,4,Arable and Horticulture,42566.64141,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2686,5,Improved Grassland,59193.95911,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2687,3,Boundary and Linear Features,25535.85285,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2688,4,Arable and Horticulture,41190.01148,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2689,4,Arable and Horticulture,5834.971259,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2690,5,Improved Grassland,61176.07094,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2691,5,Improved Grassland,37045.38493,11,ENG,Nottinghamshire,Easterly lowlands (England)
JDKZQA,1978,2692,17,Urban,1125.167057,11,ENG,Nottinghamshire,Easterly lowlands (England)
TJPYWU,1978,2693,1,Broadleaved Mixed and Yew Woodland,2951.940032,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2694,4,Arable and Horticulture,648427.944,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2695,4,Arable and Horticulture,97201.7624,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2696,4,Arable and Horticulture,12746.41509,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2697,17,Urban,2373.613234,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2698,1,Broadleaved Mixed and Yew Woodland,214481.5336,12,ENG,Lincolnshire,Easterly lowlands (England)
TJPYWU,1978,2699,5,Improved Grassland,21818.39168,12,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2700,3,Boundary and Linear Features,20589.43317,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2701,3,Boundary and Linear Features,755.4455145,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2702,3,Boundary and Linear Features,9173.616099,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2703,4,Arable and Horticulture,14294.86719,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2704,4,Arable and Horticulture,50129.10406,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2705,4,Arable and Horticulture,19083.41439,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2706,4,Arable and Horticulture,9110.178796,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2707,4,Arable and Horticulture,2157.993171,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2708,4,Arable and Horticulture,259700.9578,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2709,4,Arable and Horticulture,43141.46416,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2710,4,Arable and Horticulture,3660.947485,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2711,4,Arable and Horticulture,174889.5999,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2712,17,Urban,4353.961793,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2713,4,Arable and Horticulture,75231.30152,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2714,5,Improved Grassland,39440.60017,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2715,1,Broadleaved Mixed and Yew Woodland,36548.42511,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2716,4,Arable and Horticulture,10119.67083,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2717,4,Arable and Horticulture,106467.5416,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2718,4,Arable and Horticulture,36689.53558,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2719,4,Arable and Horticulture,73372.78463,11,ENG,Lincolnshire,Easterly lowlands (England)
GQYNWE,1978,2720,4,Arable and Horticulture,11087.75699,11,ENG,Lincolnshire,Easterly lowlands (England)
FBWAHU,1978,2721,13,Standing Open Waters and Canals,80586.3644,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2722,17,Urban,2428.530117,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2723,17,Urban,5080.961212,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2724,17,Urban,5609.541807,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2725,17,Urban,9227.722368,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2726,3,Boundary and Linear Features,1463.631508,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2727,5,Improved Grassland,13437.81043,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2728,1,Broadleaved Mixed and Yew Woodland,7693.219021,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2729,5,Improved Grassland,22565.46334,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2730,17,Urban,159076.6106,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2731,16,Inland Rock,6493.849229,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2732,3,Boundary and Linear Features,1936.429054,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2733,5,Improved Grassland,46024.89315,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2734,5,Improved Grassland,28145.85426,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2735,5,Improved Grassland,46497.65352,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2736,3,Boundary and Linear Features,1730.645729,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2737,5,Improved Grassland,14462.10054,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2738,16,Inland Rock,4337.314152,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2739,16,Inland Rock,11754.10999,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2740,10,Dwarf Shrub Heath,7912.155727,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2741,16,Inland Rock,1382.248026,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2742,5,Improved Grassland,16462.48103,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2743,5,Improved Grassland,35667.86912,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2744,5,Improved Grassland,20908.22527,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2745,5,Improved Grassland,22962.40379,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2746,4,Arable and Horticulture,2271.424336,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2747,5,Improved Grassland,4587.363609,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2748,5,Improved Grassland,14019.90608,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2749,10,Dwarf Shrub Heath,260649.022,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2750,5,Improved Grassland,69815.06728,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2751,6,Neutral Grassland,24551.92494,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2752,6,Neutral Grassland,47384.02789,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2816,16,Inland Rock,1801.972314,18,ENG,Derbyshire,Uplands (England)
FBWAHU,1978,2817,13,Standing Open Waters and Canals,1070.404132,18,ENG,Derbyshire,Uplands (England)
NBXWRU,1978,2753,17,Urban,6276.692071,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2754,3,Boundary and Linear Features,28361.26697,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2755,3,Boundary and Linear Features,17935.11619,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2756,17,Urban,1319.878236,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2757,5,Improved Grassland,11873.64674,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2758,5,Improved Grassland,16920.00552,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2759,4,Arable and Horticulture,12254.07905,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2760,17,Urban,999.0791456,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2761,17,Urban,520.8221298,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2762,4,Arable and Horticulture,9465.034086,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2763,5,Improved Grassland,132085.9705,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2764,5,Improved Grassland,9434.879048,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2765,5,Improved Grassland,10817.10702,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2766,1,Broadleaved Mixed and Yew Woodland,21215.57824,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2767,13,Standing Open Waters and Canals,3376.675429,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2768,5,Improved Grassland,6467.605256,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2769,1,Broadleaved Mixed and Yew Woodland,3710.335842,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2770,5,Improved Grassland,3900.188195,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2771,5,Improved Grassland,3796.390248,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2772,1,Broadleaved Mixed and Yew Woodland,7441.582829,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2773,5,Improved Grassland,84959.60782,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2774,4,Arable and Horticulture,14106.29465,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2775,5,Improved Grassland,114397.5096,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2776,5,Improved Grassland,7685.82301,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2777,5,Improved Grassland,58980.33445,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2778,4,Arable and Horticulture,36898.72413,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2779,4,Arable and Horticulture,38720.32247,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2780,1,Broadleaved Mixed and Yew Woodland,23206.10323,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2781,5,Improved Grassland,9043.58007,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2782,5,Improved Grassland,37021.85541,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2783,4,Arable and Horticulture,45532.53163,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2784,5,Improved Grassland,20813.44385,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2785,4,Arable and Horticulture,28200.42422,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2786,5,Improved Grassland,20888.15171,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2787,13,Standing Open Waters and Canals,6327.271335,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2788,1,Broadleaved Mixed and Yew Woodland,2380.751125,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2789,5,Improved Grassland,109904.4026,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,2790,4,Arable and Horticulture,32057.60386,10,ENG,South Yorkshire,Westerly lowlands (England)
NBXWRU,1978,5533,6,Neutral Grassland,702.5321315,10,ENG,South Yorkshire,Westerly lowlands (England)
OSGDGJ,1978,2791,3,Boundary and Linear Features,8936.361465,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2792,17,Urban,2127.618397,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2793,5,Improved Grassland,4213.696887,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2794,5,Improved Grassland,1877.380639,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2795,4,Arable and Horticulture,1299.384551,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2796,1,Broadleaved Mixed and Yew Woodland,202.7606386,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2797,17,Urban,5530.525545,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2798,4,Arable and Horticulture,271413.1628,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2799,4,Arable and Horticulture,40707.93453,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2800,14,Rivers and Streams,23262.09228,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2801,1,Broadleaved Mixed and Yew Woodland,37662.03039,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2802,1,Broadleaved Mixed and Yew Woodland,26202.39351,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2803,4,Arable and Horticulture,242177.7676,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2804,3,Boundary and Linear Features,8102.551885,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2805,4,Arable and Horticulture,6509.762881,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2806,4,Arable and Horticulture,126455.374,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2807,4,Arable and Horticulture,43446.62051,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2808,4,Arable and Horticulture,16953.62463,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2809,4,Arable and Horticulture,16511.61881,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2810,4,Arable and Horticulture,26531.66515,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2811,4,Arable and Horticulture,20239.4677,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2812,4,Arable and Horticulture,40566.95601,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2813,4,Arable and Horticulture,18272.96768,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2814,4,Arable and Horticulture,4140.976449,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,2815,0,No Allocation,6541.939611,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OSGDGJ,1978,5613,14,Rivers and Streams,112.5664938,9,ENG,North Lincolnshire Unitary Authority,Easterly lowlands (England)
OOLGBN,1978,2818,17,Urban,1409.451384,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2819,17,Urban,771.8810641,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2820,3,Boundary and Linear Features,2409.469769,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2821,17,Urban,7943.861301,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2822,17,Urban,16211.84444,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2823,17,Urban,16935.03321,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2824,3,Boundary and Linear Features,34468.75299,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2825,5,Improved Grassland,8691.070613,16,ENG,Greater Manchester,Westerly lowlands (England)
OOLGBN,1978,2826,5,Improved Grassland,96735.16295,16,ENG,Greater Manchester,Westerly lowlands (England)
